datasheet_id|line|description|cost|
000001130|1|YOUR 1ST TO 2ND UNITS COST||
000001130|2|1 model|265|
000001130|3|YOUR 3RD + UNIT COSTS||
000001130|4|1 model|280|
000001132|1|YOUR UNIT COSTS||
000001132|2|10 models|115|
000001133|1|YOUR UNIT COSTS||
000001133|2|3 models|45|
000001133|3|6 models|90|
000001134|1|YOUR UNIT COSTS||
000001134|2|1 model| 80|
000001134|3|2 models| 150|
000001135|1|YOUR UNIT COSTS||
000001135|2|3 models|110|
000001135|3|6 models|220|
000001136|1|YOUR UNIT COSTS||
000001136|2|1 model|95|
000001137|1|YOUR 1ST TO 2ND UNITS COST||
000001137|2|1 model| 265|
000001137|3|YOUR 3RD + UNIT COSTS||
000001137|4|1 model| 280|
000001138|1|YOUR UNIT COSTS||
000001138|2|1 model|60|
000001139|1|YOUR UNIT COSTS||
000001139|2|1 model|70|
000001142|1|YOUR UNIT COSTS||
000001142|2|10 models| 100|
000001143|1|YOUR 1ST TO 2ND UNITS COST||
000001143|2|3 models|90|
000001143|3|6 models| 190|
000001143|4|YOUR 3RD + UNIT COSTS||
000001143|5|3 models|105|
000001143|6|6 models|205|
000001144|1|YOUR UNIT COSTS||
000001144|2|1 model|80|
000001144|3|2 models|160|
000001145|1|YOUR UNIT COSTS||
000001145|2|5 models| 85|
000001145|3|10 models|155|
000001148|1|YOUR UNIT COSTS||
000001148|2|1 model|390|
000001149|1|YOUR UNIT COSTS||
000001149|2|1 model|165|
000001150|1|YOUR UNIT COSTS||
000001150|2|5 models|40|
000001150|3|10 models|80|
000001151|1|YOUR 1ST TO 2ND UNITS COST||
000001151|2|1 model|180|
000001151|3|YOUR 3RD + UNIT COSTS||
000001151|4|1 model|195|
000001153|1|YOUR UNIT COSTS||
000001153|2|YOUR UNIT COSTS||
000001153|3|1 model|270|
000001153|4|1 model|270|
000001153|5|YOUR UNIT COSTS||
000001153|6|1 model|270|
000001154|1|YOUR UNIT COSTS||
000001154|2|YOUR UNIT COSTS||
000001154|3|5 models|120|
000001154|4|5 models|120|
000001154|5|10 models|240|
000001154|6|10 models|240|
000001154|7|YOUR UNIT COSTS||
000001154|8|5 models|120|
000001154|9|10 models|240|
000001156|1|YOUR UNIT COSTS||
000001156|2|YOUR UNIT COSTS||
000001156|3|1 model|125|
000001156|4|1 model|125|
000001156|5|YOUR UNIT COSTS||
000001156|6|1 model|125|
000001157|1|YOUR UNIT COSTS||
000001157|2|YOUR UNIT COSTS||
000001157|3|5 models|80|
000001157|4|5 models|80|
000001157|5|10 models|150|
000001157|6|10 models|150|
000001157|7|YOUR UNIT COSTS||
000001157|8|5 models|80|
000001157|9|10 models|150|
000001158|1|YOUR UNIT COSTS||
000001158|2|YOUR UNIT COSTS||
000001158|3|1 model|60|
000001158|4|1 model|60|
000001158|5|YOUR UNIT COSTS||
000001158|6|1 model|60|
000001159|1|YOUR 1ST TO 2ND UNITS COST||
000001159|2|YOUR 1ST TO 2ND UNITS COST||
000001159|3|5 models|85|
000001159|4|5 models|85|
000001159|5|10 models|150|
000001159|6|10 models|150|
000001159|7|YOUR 3RD + UNIT COSTS||
000001159|8|YOUR 3RD + UNIT COSTS||
000001159|9|5 models|95|
000001159|10|5 models|95|
000001159|11|10 models|160|
000001159|12|10 models|160|
000001159|13|YOUR 1ST TO 2ND UNITS COST||
000001159|14|5 models|85|
000001159|15|10 models|150|
000001159|16|YOUR 3RD + UNIT COSTS||
000001159|17|5 models|95|
000001159|18|10 models|160|
000001160|1|YOUR 1ST TO 2ND UNITS COST||
000001160|2|YOUR 1ST TO 2ND UNITS COST||
000001160|3|5 models|65|
000001160|4|5 models|65|
000001160|5|10 models|120|
000001160|6|10 models|120|
000001160|7|YOUR 3RD + UNIT COSTS||
000001160|8|YOUR 3RD + UNIT COSTS||
000001160|9|5 models|75|
000001160|10|5 models|75|
000001160|11|10 models|130|
000001160|12|10 models|130|
000001160|13|YOUR 1ST TO 2ND UNITS COST||
000001160|14|5 models|65|
000001160|15|10 models|120|
000001160|16|YOUR 3RD + UNIT COSTS||
000001160|17|5 models|75|
000001160|18|10 models|130|
000001161|1|YOUR UNIT COSTS||
000001161|2|YOUR UNIT COSTS||
000001161|3|1 model|160|
000001161|4|1 model|160|
000001161|5|YOUR UNIT COSTS||
000001161|6|1 model|160|
000001162|1|YOUR UNIT COSTS||
000001162|2|1 model|70|
000001163|1|YOUR UNIT COSTS||
000001163|2|YOUR UNIT COSTS||
000001163|3|1 model|180|
000001163|4|1 model|180|
000001163|5|YOUR UNIT COSTS||
000001163|6|1 model|180|
000001164|1|YOUR UNIT COSTS||
000001164|2|YOUR UNIT COSTS||
000001164|3|2 models|90|
000001164|4|2 models|90|
000001164|5|YOUR UNIT COSTS||
000001164|6|2 models|90|
000001165|1|YOUR UNIT COSTS||
000001165|2|YOUR UNIT COSTS||
000001165|3|1 model|40|
000001165|4|1 model|40|
000001165|5|YOUR UNIT COSTS||
000001165|6|1 model|40|
000001166|1|YOUR UNIT COSTS||
000001166|2|YOUR UNIT COSTS||
000001166|3|2 models|110|
000001166|4|2 models|110|
000001166|5|5 models|275|
000001166|6|5 models|275|
000001166|7|YOUR UNIT COSTS||
000001166|8|2 models|110|
000001166|9|5 models|275|
000001168|1|YOUR UNIT COSTS||
000001168|2|YOUR UNIT COSTS||
000001168|3|1 model|95|
000001168|4|1 model|95|
000001168|5|YOUR UNIT COSTS||
000001168|6|1 model|95|
000001169|1|YOUR UNIT COSTS||
000001169|2|YOUR UNIT COSTS||
000001169|3|1 model|95|
000001169|4|1 model|95|
000001169|5|YOUR UNIT COSTS||
000001169|6|1 model|95|
000001172|1|YOUR UNIT COSTS||
000001172|2|YOUR UNIT COSTS||
000001172|3|1 model|80|
000001172|4|1 model|80|
000001172|5|YOUR UNIT COSTS||
000001172|6|1 model|80|
000001174|1|YOUR UNIT COSTS||
000001174|2|YOUR UNIT COSTS||
000001174|3|1 model|60|
000001174|4|1 model|60|
000001174|5|YOUR UNIT COSTS||
000001174|6|1 model|60|
000001175|1|YOUR UNIT COSTS||
000001175|2|YOUR UNIT COSTS||
000001175|3|1 model|240|
000001175|4|1 model|240|
000001175|5|YOUR UNIT COSTS||
000001175|6|1 model|240|
000001177|1|YOUR UNIT COSTS||
000001177|2|YOUR UNIT COSTS||
000001177|3|5 models|100|
000001177|4|5 models|100|
000001177|5|10 models|200|
000001177|6|10 models|200|
000001177|7|YOUR UNIT COSTS||
000001177|8|5 models|100|
000001177|9|10 models|200|
000001178|1|YOUR UNIT COSTS||
000001178|2|YOUR UNIT COSTS||
000001178|3|1 model|175|
000001178|4|1 model|175|
000001178|5|YOUR UNIT COSTS||
000001178|6|1 model|175|
000001179|1|YOUR UNIT COSTS||
000001179|2|YOUR UNIT COSTS||
000001179|3|1 model|900|
000001179|4|1 model|900|
000001179|5|YOUR UNIT COSTS||
000001179|6|1 model|900|
000001182|1|YOUR UNIT COSTS||
000001182|2|YOUR UNIT COSTS||
000001182|3|1 model|90|
000001182|4|1 model|90|
000001182|5|YOUR UNIT COSTS||
000001182|6|1 model|90|
000001183|1|YOUR UNIT COSTS||
000001183|2|YOUR UNIT COSTS||
000001183|3|5 models|160|
000001183|4|5 models|160|
000001183|5|10 models|320|
000001183|6|10 models|320|
000001183|7|YOUR UNIT COSTS||
000001183|8|5 models|160|
000001183|9|10 models|320|
000001184|1|YOUR UNIT COSTS||
000001184|2|YOUR UNIT COSTS||
000001184|3|1 model|285|
000001184|4|1 model|285|
000001184|5|YOUR UNIT COSTS||
000001184|6|1 model|285|
000001185|1|YOUR UNIT COSTS||
000001185|2|YOUR UNIT COSTS||
000001185|3|1 model|160|
000001185|4|1 model|160|
000001185|5|YOUR UNIT COSTS||
000001185|6|1 model|160|
000001188|1|YOUR 1ST TO 2ND UNITS COST||
000001188|2|YOUR 1ST TO 2ND UNITS COST||
000001188|3|1 model|185|
000001188|4|1 model|185|
000001188|5|YOUR 3RD + UNIT COSTS||
000001188|6|YOUR 3RD + UNIT COSTS||
000001188|7|1 model|200|
000001188|8|1 model|200|
000001188|9|YOUR 1ST TO 2ND UNITS COST||
000001188|10|1 model|185|
000001188|11|YOUR 3RD + UNIT COSTS||
000001188|12|1 model|200|
000001189|1|YOUR UNIT COSTS||
000001189|2|YOUR UNIT COSTS||
000001189|3|1 model|540|
000001189|4|1 model|540|
000001189|5|YOUR UNIT COSTS||
000001189|6|1 model|540|
000001190|1|YOUR UNIT COSTS||
000001190|2|YOUR UNIT COSTS||
000001190|3|1 model|165|
000001190|4|1 model|165|
000001190|5|YOUR UNIT COSTS||
000001190|6|1 model|165|
000001191|1|YOUR 1ST UNIT COSTS||
000001191|2|YOUR 1ST UNIT COSTS||
000001191|3|1 model|280|
000001191|4|1 model|280|
000001191|5|YOUR 2ND + UNIT COSTS||
000001191|6|YOUR 2ND + UNIT COSTS||
000001191|7|1 model|300|
000001191|8|1 model|300|
000001191|9|YOUR 1ST UNIT COSTS||
000001191|10|1 model|280|
000001191|11|YOUR 2ND + UNIT COSTS||
000001191|12|1 model|300|
000001192|1|YOUR UNIT COSTS||
000001192|2|YOUR UNIT COSTS||
000001192|3|1 model|150|
000001192|4|1 model|150|
000001192|5|YOUR UNIT COSTS||
000001192|6|1 model|150|
000001193|1|YOUR UNIT COSTS||
000001193|2|YOUR UNIT COSTS||
000001193|3|3 models|175|
000001193|4|3 models|175|
000001193|5|6 models| 365|
000001193|6|6 models| 365|
000001193|7|WARGEAR OPTIONS||
000001193|8|WARGEAR OPTIONS||
000001193|9|per Twin lascannon|5|
000001193|10|per Twin lascannon|5|
000001193|11|YOUR UNIT COSTS||
000001193|12|3 models|175|
000001193|13|6 models|350|
000001193|14|WARGEAR OPTIONS||
000001193|15|per Twin lascannon|5|
000001193|16|YOUR UNIT COSTS||
000001193|17|3 models|175|
000001193|18|6 models|350|
000001193|19|WARGEAR OPTIONS||
000001193|20|per Twin lascannon|5|
000001193|21|YOUR UNIT COSTS||
000001193|22|3 models|175|
000001193|23|6 models|350|
000001193|24|WARGEAR OPTIONS||
000001193|25|per Twin lascannon|5|
000001193|26|YOUR UNIT COSTS||
000001193|27|3 models|175|
000001193|28|6 models|350|
000001193|29|WARGEAR OPTIONS||
000001193|30|per Twin lascannon|5|
000001193|31|YOUR UNIT COSTS||
000001193|32|3 models|175|
000001193|33|6 models| 365|
000001193|34|WARGEAR OPTIONS||
000001193|35|per Twin lascannon|5|
000001197|1|YOUR 1ST UNIT COSTS||
000001197|2|1 model|805|
000001197|3|YOUR 2ND + UNIT COSTS||
000001197|4|1 model|855|
000001199|1|YOUR UNIT COSTS||
000001199|2|1 model|130|
000001237|1|YOUR UNIT COSTS||
000001237|2|1 model|185|
000001293|1|YOUR UNIT COSTS||
000001293|2|1 model|160|
000001294|1|YOUR UNIT COSTS||
000001294|2|1 model|150|
000001295|1|YOUR UNIT COSTS||
000001295|2|1 model|165|
000001297|1|YOUR UNIT COSTS||
000001297|2|1 model|400|
000001298|1|YOUR UNIT COSTS||
000001298|2|1 model|500|
000001302|1|YOUR UNIT COSTS||
000001302|2|1 model|115|
000001310|1|YOUR UNIT COSTS||
000001310|2|1 model|115|
000001311|1|YOUR UNIT COSTS||
000001311|2|1 model|300|
000001317|1|YOUR UNIT COSTS||
000001317|2|1 model|115|
000001318|1|YOUR UNIT COSTS||
000001318|2|1 model|140|
000001321|1|YOUR UNIT COSTS||
000001321|2|1 model|840|
000001329|1|YOUR UNIT COSTS||
000001329|2|1 model|415|
000001332|1|YOUR UNIT COSTS||
000001332|2|1 model|320|
000001333|1|YOUR UNIT COSTS||
000001333|2|1 model|315|
000001336|1|YOUR UNIT COSTS||
000001336|2|3 models|120|
000001337|1|YOUR UNIT COSTS||
000001337|2|3 models|160|
000001338|1|YOUR UNIT COSTS||
000001338|2|1 model|145|
000001339|1|YOUR UNIT COSTS||
000001339|2|1 model|130|
000001340|1|YOUR UNIT COSTS||
000001340|2|1 model|275|
000001344|1|YOUR UNIT COSTS||
000001344|2|YOUR UNIT COSTS||
000001344|3|1 model|75|
000001344|4|1 model|75|
000001344|5|YOUR UNIT COSTS||
000001344|6|1 model|75|
000001345|1|YOUR UNIT COSTS||
000001345|2|YOUR UNIT COSTS||
000001345|3|1 model|45|
000001345|4|1 model|45|
000001345|5|YOUR UNIT COSTS||
000001345|6|1 model|45|
000001346|1|YOUR UNIT COSTS||
000001346|2|YOUR UNIT COSTS||
000001346|3|1 model|45|
000001346|4|1 model|45|
000001346|5|YOUR UNIT COSTS||
000001346|6|1 model|45|
000001347|1|YOUR UNIT COSTS||
000001347|2|YOUR UNIT COSTS||
000001347|3|1 model|250|
000001347|4|1 model|250|
000001347|5|YOUR UNIT COSTS||
000001347|6|1 model|250|
000001348|1|YOUR UNIT COSTS||
000001348|2|YOUR UNIT COSTS||
000001348|3|1 model|80|
000001348|4|1 model|80|
000001348|5|YOUR UNIT COSTS||
000001348|6|1 model|80|
000001355|1|YOUR UNIT COSTS||
000001355|2|1 model|70|
000001360|1|YOUR 1ST TO 2ND UNITS COST||
000001360|2|1 model|200|
000001360|3|YOUR 3RD + UNIT COSTS||
000001360|4|1 model|215|
000001360|5|WARGEAR OPTIONS||
000001360|6|per Sublimator|15|
000001360|7|per Heavy psycannon|15|
000001361|1|YOUR 1ST UNIT COSTS||
000001361|2|1 model|90|
000001361|3|YOUR 2ND + UNIT COSTS||
000001361|4|1 model|100|
000001362|1|YOUR UNIT COSTS||
000001362|2|1 model|65|
000001363|1|YOUR UNIT COSTS||
000001363|2|1 model|160|
000001364|1|YOUR UNIT COSTS||
000001364|2|1 model|170|
000001367|1|YOUR UNIT COSTS||
000001367|2|1 model| 60|
000001368|1|YOUR UNIT COSTS||
000001368|2|1 model|60|
000001369|1|YOUR UNIT COSTS||
000001369|2|1 model|50|
000001370|1|YOUR UNIT COSTS||
000001370|2|1 model|60|
000001371|1|YOUR 1ST TO 2ND UNITS COST||
000001371|2|3 models|160|
000001371|3|6 models| 305|
000001371|4|YOUR 3RD + UNIT COSTS||
000001371|5|3 models|170|
000001371|6|6 models| 315|
000001372|1|YOUR UNIT COSTS||
000001372|2|3 models|115|
000001372|3|5 models| 180|
000001372|4|10 models| 360|
000001374|1|YOUR UNIT COSTS||
000001374|2|1 model| 95|
000001374|3|2 models| 190|
000001376|1|YOUR 1ST UNIT COSTS||
000001376|2|1 model| 170|
000001376|3|YOUR 2ND + UNIT COSTS||
000001376|4|1 model| 200|
000001377|1|YOUR UNIT COSTS||
000001377|2|1 model| 375|
000001383|1|YOUR UNIT COSTS||
000001383|2|3 models|110|
000001390|1|YOUR UNIT COSTS||
000001390|2|1 model|170|
000001391|1|YOUR UNIT COSTS||
000001391|2|3 models|110|
000001392|1|YOUR UNIT COSTS||
000001392|2|1 model|100|
000001393|1|YOUR UNIT COSTS||
000001393|2|1 model|115|
000001394|1|YOUR UNIT COSTS||
000001394|2|1 model|35|
000001396|1|YOUR UNIT COSTS||
000001396|2|1 model|45|
000001397|1|YOUR UNIT COSTS||
000001397|2|4 models|35|
000001398|1|YOUR UNIT COSTS||
000001398|2|1 model|40|
000001400|1|YOUR UNIT COSTS||
000001400|2|1 model|45|
000001406|1|YOUR UNIT COSTS||
000001406|2|1 model|55|
000001423|1|YOUR UNIT COSTS||
000001423|2|1 model|105|
000001446|1|YOUR UNIT COSTS||
000001446|2|1 model|135|
000001447|1|YOUR UNIT COSTS||
000001447|2|1 model|110|
000001448|1|YOUR UNIT COSTS||
000001448|2|1 model|130|
000001449|1|YOUR UNIT COSTS||
000001449|2|1 model|140|
000001450|1|YOUR 1ST UNIT COSTS||
000001450|2|4 models| 200|
000001450|3|5 models| 250|
000001450|4|YOUR 2ND + UNIT COSTS||
000001450|5|4 models| 220|
000001450|6|5 models| 270|
000001453|1|YOUR 1ST TO 2ND UNITS COST||
000001453|2|2 models|110|
000001453|3|3 models|165|
000001453|4|5 models| 280|
000001453|5|6 models| 340|
000001453|6|YOUR 3RD + UNIT COSTS||
000001453|7|2 models|140|
000001453|8|3 models|195|
000001453|9|5 models|310|
000001453|10|6 models|370|
000001454|1|YOUR 1ST TO 2ND UNITS COST||
000001454|2|2 models|145|
000001454|3|3 models|215|
000001454|4|YOUR 3RD + UNIT COSTS||
000001454|5|2 models|170|
000001454|6|3 models|240|
000001455|1|YOUR UNIT COSTS||
000001455|2|1 model|65|
000001456|1|YOUR UNIT COSTS||
000001456|2|1 model|85|
000001458|1|YOUR 1ST TO 2ND UNITS COST||
000001458|2|1 model|155|
000001458|3|YOUR 3RD + UNIT COSTS||
000001458|4|1 model|170|
000001460|1|YOUR 1ST TO 2ND UNITS COST||
000001460|2|1 model|210|
000001460|3|YOUR 3RD + UNIT COSTS||
000001460|4|1 model|225|
000001460|5|WARGEAR OPTIONS||
000001460|6|per Twin arachnus heavy blaze cannon|15|
000001461|1|YOUR 1ST TO 2ND UNITS COST||
000001461|2|1 model|180|
000001461|3|YOUR 3RD + UNIT COSTS||
000001461|4|1 model|200|
000001462|1|YOUR UNIT COSTS||
000001462|2|1 model|60|
000001463|1|YOUR UNIT COSTS||
000001463|2|1 model|95|
000001464|1|YOUR UNIT COSTS||
000001464|2|1 model| 70|
000001465|1|YOUR UNIT COSTS||
000001465|2|1 model|280|
000001466|1|YOUR UNIT COSTS||
000001466|2|1 model|120|
000001467|1|YOUR 1ST TO 2ND UNITS COST||
000001467|2|1 model| 60|
000001467|3|YOUR 3RD + UNIT COSTS||
000001467|4|1 model|70|
000001468|1|YOUR UNIT COSTS||
000001468|2|1 model|55|
000001469|1|YOUR UNIT COSTS||
000001469|2|1 model|60|
000001470|1|YOUR UNIT COSTS||
000001470|2|1 model|100|
000001472|1|YOUR UNIT COSTS||
000001472|2|1 model| 65|
000001474|1|YOUR UNIT COSTS||
000001474|2|3 models| 50|
000001474|3|6 models|90|
000001476|1|YOUR 1ST TO 2ND UNITS COST||
000001476|2|1 model|170|
000001476|3|YOUR 3RD + UNIT COSTS||
000001476|4|1 model|190|
000001477|1|YOUR UNIT COSTS||
000001477|2|1 model|80|
000001478|1|YOUR UNIT COSTS||
000001478|2|1 model|80|
000001479|1|YOUR 1ST UNIT COSTS||
000001479|2|1 model|225|
000001479|3|YOUR 2ND + UNIT COSTS||
000001479|4|1 model|245|
000001481|1|YOUR UNIT COSTS||
000001481|2|1 model|140|
000001482|1|YOUR UNIT COSTS||
000001482|2|1 model|140|
000001483|1|YOUR 1ST TO 2ND UNITS COST||
000001483|2|1 model|365|
000001483|3|YOUR 3RD + UNIT COSTS||
000001483|4|1 model|380|
000001484|1|YOUR UNIT COSTS||
000001484|2|1 model|415|
000001485|1|YOUR 1ST UNIT COSTS||
000001485|2|1 model| 425|
000001485|3|YOUR 2ND + UNIT COSTS||
000001485|4|1 model| 450|
000001486|1|YOUR 1ST TO 2ND UNITS COST||
000001486|2|1 model|400|
000001486|3|YOUR 3RD + UNIT COSTS||
000001486|4|1 model|415|
000001523|1|YOUR UNIT COSTS||
000001523|2|YOUR UNIT COSTS||
000001523|3|5 models|75|
000001523|4|5 models|75|
000001523|5|10 models|150|
000001523|6|10 models|150|
000001523|7|YOUR UNIT COSTS||
000001523|8|5 models|75|
000001523|9|10 models|150|
000001524|1|YOUR UNIT COSTS||
000001524|2|1 model|75|
000001525|1|YOUR UNIT COSTS||
000001525|2|5 models|65|
000001525|3|10 models|130|
000001526|1|YOUR UNIT COSTS||
000001526|2|5 models|50|
000001526|3|10 models|100|
000001527|1|YOUR UNIT COSTS||
000001527|2|YOUR UNIT COSTS||
000001527|3|1 model|110|
000001527|4|1 model|110|
000001527|5|YOUR UNIT COSTS||
000001527|6|1 model|110|
000001533|1|YOUR UNIT COSTS||
000001533|2|1 model|200|
000001536|1|YOUR 1ST UNIT COSTS||
000001536|2|1 model|95|
000001536|3|YOUR 2ND + UNIT COSTS||
000001536|4|1 model|105|
000001537|1|YOUR UNIT COSTS||
000001537|2|1 model|80|
000001545|1|YOUR UNIT COSTS||
000001545|2|1 model|80|
000001546|1|YOUR 1ST TO 2ND UNITS COST||
000001546|2|1 model|85|
000001546|3|YOUR 3RD + UNIT COSTS||
000001546|4|1 model|95|
000001553|1|YOUR UNIT COSTS||
000001553|2|1 model|50|
000001556|1|YOUR UNIT COSTS||
000001556|2|1 model|90|
000001557|1|YOUR 1ST TO 2ND UNITS COST||
000001557|2|1 model|165|
000001557|3|YOUR 3RD + UNIT COSTS||
000001557|4|1 model|180|
000001558|1|YOUR UNIT COSTS||
000001558|2|3 models|195|
000001558|3|6 models|390|
000001559|1|YOUR 1ST TO 3RD UNITS COST||
000001559|2|5 models|250|
000001559|3|YOUR 4TH + UNIT COSTS||
000001559|4|5 models|260|
000001560|1|YOUR UNIT COSTS||
000001560|2|3 models|225|
000001560|3|6 models|450|
000001561|1|YOUR 1ST TO 2ND UNITS COST||
000001561|2|3 models| 150|
000001561|3|6 models| 300|
000001561|4|YOUR 3RD + UNIT COSTS||
000001561|5|3 models|160|
000001561|6|6 models|310|
000001561|7|WARGEAR OPTIONS||
000001561|8|per Venatari lance|5|
000001562|1|YOUR UNIT COSTS||
000001562|2|1 model|100|
000001563|1|YOUR UNIT COSTS||
000001563|2|5 models|225|
000001564|1|YOUR 1ST UNIT COSTS||
000001564|2|1 model|690|
000001564|3|YOUR 2ND + UNIT COSTS||
000001564|4|1 model|740|
000001565|1|YOUR UNIT COSTS||
000001565|2|1 model|55|
000001567|1|YOUR UNIT COSTS||
000001567|2|1 model|50|
000001568|1|YOUR UNIT COSTS||
000001568|2|1 model|35|
000001569|1|YOUR UNIT COSTS||
000001569|2|1 model|65|
000001570|1|YOUR UNIT COSTS||
000001570|2|1 model|60|
000001571|1|YOUR UNIT COSTS||
000001571|2|1 model|60|
000001572|1|YOUR UNIT COSTS||
000001572|2|1 model|50|
000001573|1|YOUR 1ST TO 2ND UNITS COST||
000001573|2|1 model|95|
000001573|3|2 models|160|
000001573|4|YOUR 3RD + UNIT COSTS||
000001573|5|1 model|105|
000001573|6|2 models|170|
000001573|7|WARGEAR OPTIONS||
000001573|8|per Heavy mining laser|10|
000001574|1|YOUR 1ST TO 2ND UNITS COST||
000001574|2|5 models| 85|
000001574|3|10 models| 150|
000001574|4|9 models|160|
000001574|5|YOUR 3RD + UNIT COSTS||
000001574|6|5 models| 95|
000001574|7|10 models| 160|
000001574|8|9 models|170|
000001576|1|YOUR UNIT COSTS||
000001576|2|1 model|125|
000001577|1|YOUR 1ST UNIT COSTS||
000001577|2|1 model|540|
000001577|3|YOUR 2ND + UNIT COSTS||
000001577|4|1 model|570|
000001579|1|YOUR UNIT COSTS||
000001579|2|1 model|65|
000001580|1|YOUR UNIT COSTS||
000001580|2|1 model|60|
000001581|1|YOUR UNIT COSTS||
000001581|2|1 model|60|
000001583|1|YOUR UNIT COSTS||
000001583|2|1 model|160|
000001584|1|YOUR UNIT COSTS||
000001584|2|1 model|70|
000001586|1|YOUR 1ST TO 2ND UNITS COST||
000001586|2|1 model| 120|
000001586|3|YOUR 3RD + UNIT COSTS||
000001586|4|1 model| 130|
000001587|1|YOUR UNIT COSTS||
000001587|2|1 model|125|
000001588|1|YOUR UNIT COSTS||
000001588|2|1 model|105|
000001589|1|YOUR UNIT COSTS||
000001589|2|1 model|60|
000001596|1|YOUR UNIT COSTS||
000001596|2|2 models|50|
000001598|1|YOUR UNIT COSTS||
000001598|2|1 model|75|
000001600|1|YOUR UNIT COSTS||
000001600|2|1 model|60|
000001601|1|YOUR UNIT COSTS||
000001601|2|4 models|55|
000001604|1|YOUR UNIT COSTS||
000001604|2|10 models|60|
000001606|1|YOUR UNIT COSTS||
000001606|2|YOUR UNIT COSTS||
000001606|3|5 models|75|
000001606|4|5 models|75|
000001606|5|10 models|150|
000001606|6|10 models|150|
000001606|7|YOUR UNIT COSTS||
000001606|8|5 models|80|
000001606|9|10 models|150|
000001606|10|YOUR UNIT COSTS||
000001606|11|5 models|75|
000001606|12|10 models|150|
000001607|1|YOUR UNIT COSTS||
000001607|2|YOUR UNIT COSTS||
000001607|3|1 model|230|
